player_name,last_season,player_club_id,yellow_cards,red_cards,goals,assists,minutes_played
Alessandro Florenzi,2019,12,5,0,0,1,1003
Alessandro Florenzi,2019,1049,1,1,0,0,754
Alessandro Florenzi,2020,583,1,0,2,1,1542
Alessandro Florenzi,2021,5,2,0,2,0,1151
Alessandro Florenzi,2022,5,1,0,0,0,200
Alessandro Florenzi,2023,5,4,0,0,2,1132
Alessandro Matri,2019,19,1,1,0,0,83
Alessandro Murgia,2019,2722,3,0,0,1,1692
Alessandro Murgia,2020,2722,0,0,0,0,61
Alessandro Russo,2022,6574,0,0,0,0,90
Alessandro Schöpf,2019,33,3,0,0,1,1427
Alessandro Schöpf,2020,33,0,0,0,0,941
Alessandro Schöpf,2021,10,3,0,1,1,2405
Alessandro Semprini,2019,19,2,0,1,0,595
Alessandro Semprini,2020,19,0,0,0,0,32
Alessandro Sorrentino,2023,2919,0,0,0,0,366
Alessandro Tripaldelli,2019,6574,0,0,0,0,135
Alessandro Tripaldelli,2020,1390,1,0,0,0,295
Alessandro Tuia,2020,4171,6,0,1,0,1770
Alessandro Tuia,2022,1005,1,0,0,0,510
Alessandro Vogliacco,2023,252,3,0,0,0,567
Alessandro Zanoli,2021,6195,2,0,0,0,452
Alessandro Zanoli,2022,1038,3,0,2,2,1539
Alessandro Zanoli,2022,6195,0,0,0,0,11
Alessandro Zanoli,2023,380,1,0,0,0,334
Alessandro Zanoli,2023,6195,1,0,0,0,49
Alessio Cragno,2019,1390,0,0,0,0,1350
Alessio Cragno,2020,1390,2,0,0,0,3150
Alessio Cragno,2021,1390,3,0,0,0,3150
Alessio Cragno,2022,2919,0,0,0,0,90
Alessio Cragno,2023,6574,0,0,0,0,180
Alessio Romagnoli,2019,5,4,0,1,0,3092
Alessio Romagnoli,2020,5,7,0,1,1,1907
Alessio Romagnoli,2021,5,4,1,1,0,1407
Alessio Romagnoli,2022,398,6,0,2,0,2925
Alessio Romagnoli,2023,398,4,0,0,0,1599
Alessio Zerbin,2022,6195,1,0,0,0,193
Alessio Zerbin,2023,2919,0,0,0,0,116
Alessio Zerbin,2023,6195,0,0,0,0,145
Alex,2019,1085,0,0,0,0,159
Alex,2021,3329,5,0,0,0,1477
Alex Cordaz,2020,4083,1,0,0,0,3240
Alex Cordaz,2022,46,0,0,0,0,25
Alex Dobre,2020,2969,0,0,0,0,516
Alex Dobre,2022,3329,1,1,2,3,944
Alex Dobre,2023,3329,0,0,0,0,325
Alex Ferrari,2019,1038,4,0,0,0,1005
Alex Ferrari,2020,1038,3,0,0,1,882
Alex Ferrari,2021,1038,4,0,1,0,1651
Alex Ferrari,2022,1038,3,0,0,0,868
Alex Ferrari,2022,2239,3,0,0,1,1010
Alex Iwobi,2019,29,0,0,1,0,1601
Alex Iwobi,2020,29,0,0,1,2,1540
Alex Iwobi,2021,29,1,0,2,2,2035
Alex Iwobi,2022,29,2,0,2,8,3382
Alex Iwobi,2023,29,0,0,0,0,141
Alex Iwobi,2023,931,2,0,4,1,1248
Alex Kral,2021,379,0,0,0,0,1
Alex Kral,2022,33,3,0,0,1,2357
Alex Kral,2023,89,2,0,0,0,1199
Alex McCarthy,2019,180,0,0,0,0,2520
Alex McCarthy,2020,180,2,0,0,0,2700
Alex McCarthy,2021,180,1,0,0,0,1530
Alex McCarthy,2022,180,0,0,0,0,540
Alex Meret,2019,6195,0,0,0,0,1950
Alex Meret,2020,6195,0,0,0,0,1980
Alex Meret,2021,6195,0,0,0,0,620
Alex Meret,2022,6195,0,0,0,0,3060
Alex Meret,2023,6195,0,0,0,0,1604
Alex Mighten,2022,703,0,0,0,0,7
Alex Méndez,2021,6912,7,0,1,0,1456
Alex Méndez,2022,6912,9,0,1,2,1406
Alex Méndez,2023,6912,1,0,0,1,351
Alex Oxlade-Chamberlain,2019,31,1,0,4,1,1493
Alex Oxlade-Chamberlain,2020,31,0,0,1,1,245
Alex Oxlade-Chamberlain,2021,31,0,0,2,1,787
Alex Oxlade-Chamberlain,2022,31,0,0,1,0,335
Alex Pinto,2019,2424,4,0,0,2,1141
Alex Pinto,2020,4294,4,0,0,0,1044
Alex Pinto,2023,2424,1,0,0,0,285
Alex Sandro,2019,506,4,0,1,3,2386
Alex Sandro,2020,506,2,0,2,1,1862
Alex Sandro,2021,506,3,0,0,2,1774
Alex Sandro,2022,506,5,1,0,1,1787
Alex Sandro,2023,506,1,0,0,0,532
Alex Scott,2023,989,2,0,1,1,583
Alex Soares,2019,979,4,0,0,1,2053
Alex Soares,2020,979,7,0,1,1,1690
Alex Suárez,2023,472,5,0,1,0,1789
Alex Telles,2019,720,9,1,11,8,2528
Alex Telles,2020,720,0,0,2,2,258
Alex Telles,2020,985,0,0,0,2,691
Alex Telles,2021,985,1,0,0,4,1660
Alex Telles,2022,368,5,0,0,2,1426
Alexander Bah,2022,294,1,0,1,5,1884
Alexander Bah,2023,294,2,0,1,1,935
Alexander Brunst,2023,105,0,0,0,0,90
Alexander Callens,2022,12321,1,0,0,0,117
Alexander Djiku,2019,667,6,0,1,1,2062
Alexander Djiku,2020,667,8,0,0,0,2556
Alexander Djiku,2021,667,10,0,1,0,2697
Alexander Djiku,2022,667,8,1,1,2,2681
Alexander Esswein,2019,44,1,0,0,0,208
Alexander Hack,2019,39,2,0,0,0,803
Alexander Hack,2020,39,2,0,1,0,1368
Alexander Hack,2021,39,6,1,3,1,2076
Alexander Hack,2022,39,2,1,0,0,1132
Alexander Isak,2019,681,4,0,9,1,1499
Alexander Isak,2020,681,4,0,17,2,2356
Alexander Isak,2021,681,6,0,6,2,2157
Alexander Isak,2022,681,0,0,1,0,154
Alexander Isak,2022,762,3,0,10,2,1526
Alexander Isak,2023,762,0,0,10,0,1250
Alexander Meyer,2022,16,0,0,0,0,630
Alexander Meyer,2023,16,0,0,0,0,334
Alexander Nübel,2019,33,1,1,0,0,2316
Alexander Nübel,2020,27,0,0,0,0,90
Alexander Nübel,2021,162,0,0,0,0,3420
Alexander Nübel,2022,162,1,0,0,0,3420
Alexander Nübel,2023,79,0,0,0,0,1800
Alexander Schmidt,2022,6912,1,0,0,0,316
Alexander Schwolow,2019,60,0,0,0,0,2092
Alexander Schwolow,2020,44,0,0,0,0,2340
Alexander Schwolow,2021,44,1,0,0,0,2176
Alexander Schwolow,2022,33,1,0,0,0,2034
Alexander Schwolow,2023,89,0,0,0,0,90
Alexander Sørloth,2020,23826,2,0,5,2,1432
Alexander Sørloth,2021,681,2,0,4,0,1760
Alexander Sørloth,2022,681,4,0,12,3,2398
Alexander Sørloth,2022,23826,1,0,0,0,5
Alexander Sørloth,2023,1050,3,0,9,4,1490
Alexander Tettey,2019,1123,5,0,1,1,2352
Alexandre Coeff,2022,290,0,0,0,1,585
Alexandre Guedes,2019,2420,1,0,1,0,114
Alexandre Guedes,2020,3329,1,0,0,1,824
Alexandre Guedes,2022,2995,0,0,1,1,794
Alexandre Jankewitz,2020,180,0,1,0,0,3
Alexandre Lacazette,2019,11,8,0,10,6,1879
Alexandre Lacazette,2020,11,3,0,13,2,1929
Alexandre Lacazette,2021,11,0,0,4,7,1787
Alexandre Lacazette,2022,1041,3,0,27,5,2935
Alexandre Lacazette,2023,1041,1,1,12,0,1669
Alexandre Letellier,2021,583,0,0,0,0,7
Alexandre Letellier,2022,583,0,0,0,0,10
Alexandre Mendy,2019,3911,3,0,3,1,897
Alexandre Oukidja,2019,347,3,0,0,0,2385
Alexandre Oukidja,2020,347,2,1,0,0,3060
Alexandre Oukidja,2021,347,2,1,0,0,1877
Alexandre Oukidja,2023,347,1,0,0,0,1998
Alexandre Penetra,2021,3329,6,1,1,0,2565
Alexandre Penetra,2022,3329,5,0,2,2,2517
Alexandru Maxim,2019,39,1,0,0,0,113
Alexis Beka Beka,2022,417,2,0,0,0,545
Alexis Blin,2019,1416,4,0,0,1,1845
Alexis Blin,2022,1005,8,0,1,0,2381
Alexis Blin,2023,1005,2,0,0,2,823
Alexis Claude-Maurice,2019,417,2,0,1,1,1633
Alexis Claude-Maurice,2020,417,2,0,4,5,1908
Alexis Claude-Maurice,2021,417,1,0,0,2,200
Alexis Claude-Maurice,2022,417,0,0,0,0,63
Alexis Claude-Maurice,2022,826,0,0,5,3,594
Alexis Claude-Maurice,2023,417,0,0,0,0,303
Alexis Flips,2020,1421,0,0,1,0,41
Alexis Flips,2021,1421,2,0,2,4,1059
Alexis Flips,2022,1421,3,1,4,6,1996
Alexis Mac Allister,2019,1237,0,0,0,0,352
Alexis Mac Allister,2020,1237,1,0,1,1,1115
Alexis Mac Allister,2021,1237,4,0,5,2,2115
Alexis Mac Allister,2022,1237,8,0,10,2,2886
Alexis Mac Allister,2023,31,5,1,2,3,1641
Alexis Saelemaekers,2019,5,3,0,1,1,657
Alexis Saelemaekers,2020,5,8,0,2,5,2057
Alexis Saelemaekers,2021,5,2,0,1,3,1865
Alexis Saelemaekers,2022,5,1,0,2,3,1399
Alexis Saelemaekers,2023,1025,6,0,1,1,1170
Alexis Sánchez,2019,46,4,0,4,9,899
Alexis Sánchez,2020,46,0,0,7,7,1157
Alexis Sánchez,2021,46,0,0,5,3,866
Alexis Sánchez,2022,244,3,0,14,3,2698
Alexis Sánchez,2023,46,0,0,0,1,293
Alexis Tibidi,2021,79,1,0,0,0,379
Alexis Tibidi,2022,1095,0,0,0,0,73
Alexis Trouillet,2020,417,0,0,0,0,105
Alexsandro,2022,1082,4,0,3,0,1610
Alexsandro,2023,1082,4,1,0,0,1826
Alfa Semedo,2021,2420,8,2,0,0,1475
Alfa Semedo,2022,2420,0,1,0,0,27
Alfie Doughty,2023,1031,3,0,1,5,1835
Alfie Gilchrist,2023,631,0,0,0,0,18
Alfon González,2020,940,0,0,0,0,32
Alfonso Espino,2020,2687,6,0,0,4,2605
Alfonso Espino,2021,2687,6,0,2,2,3330
Alfonso Espino,2022,2687,7,0,0,4,3123
Alfonso Espino,2023,367,7,0,0,1,2041
Alfonso Pedraza,2019,150,3,0,1,0,1350
Alfonso Pedraza,2020,1050,8,0,1,4,2103
Alfonso Pedraza,2021,1050,2,0,4,5,1703
Alfonso Pedraza,2022,1050,5,0,0,3,1636
Alfonso Pedraza,2023,1050,4,1,1,2,962
Alfonso Trezza,2023,8024,5,0,0,0,670
Alfred Duncan,2019,430,2,0,0,1,799
Alfred Duncan,2019,6574,3,0,1,5,847
Alfred Duncan,2020,430,0,0,1,0,251
Alfred Duncan,2020,1390,2,0,0,1,1068
Alfred Duncan,2021,430,3,0,2,2,1934
Alfred Duncan,2022,430,3,0,1,0,1104
Alfred Duncan,2023,430,2,0,1,5,1428
Alfred Finnbogason,2019,167,1,0,3,2,965
Alfred Finnbogason,2020,167,0,0,0,1,534
Alfred Finnbogason,2021,167,0,0,2,1,286
Alfred Gomis,2019,2969,0,0,0,0,1620
Alfred Gomis,2020,273,1,0,0,0,1980
Alfred Gomis,2020,2969,0,0,0,0,450
Alfred Gomis,2021,273,1,0,0,0,2250
Alfredo Donnarumma,2019,19,1,0,7,2,1671
Alfredo Donnarumma,2020,19,0,0,0,0,10
Alfredo Morales,2019,38,6,0,1,3,1726
Alhassan Wakaso,2020,2420,1,0,0,0,201
Alhassane Keita,2019,2457,1,0,0,0,279
Ali Alipour,2020,1301,0,0,2,1,1145
Ali Alipour,2021,1301,4,0,7,2,1787
Ali Alipour,2022,2424,2,0,2,1,523
Ali Alipour,2023,2424,0,0,1,0,280
Alidu Seidu,2021,3524,7,1,0,0,1409
Alidu Seidu,2022,3524,10,1,0,0,2463
Alidu Seidu,2023,273,2,0,0,0,202
Alidu Seidu,2023,3524,5,1,0,1,1131
Aliou Baldé,2023,417,0,0,0,0,53
Alioune Ndour,2021,2457,1,1,2,0,822
Alioune Ndour,2023,2431,1,0,0,1,162
Alireza Beiranvand,2021,2503,1,0,0,0,675
Alireza Jahanbakhsh,2019,1237,0,0,2,0,308
Alireza Jahanbakhsh,2020,1237,3,0,0,1,522
Alisson,2019,31,0,1,0,1,2545
Alisson,2020,31,1,0,1,0,2970
Alisson,2021,31,0,0,0,1,3240
Alisson,2022,31,1,0,0,1,3330
Alisson,2023,31,1,0,0,0,1890
Alisson Safira,2021,2457,8,0,6,0,1457
Alisson Safira,2022,2420,9,0,5,2,803
Allan,2019,6195,3,0,2,1,1281
Allan,2020,29,6,0,0,0,2052
Allan,2021,29,7,1,0,2,2187
Allan Nyom,2019,3709,13,2,2,0,2434
Allan Nyom,2020,3709,10,1,0,2,2333
Allan Saint-Maximin,2019,762,0,0,3,5,1874
Allan Saint-Maximin,2020,762,0,0,3,4,1567
Allan Saint-Maximin,2021,762,6,0,5,5,2812
Allan Saint-Maximin,2022,762,1,0,1,5,1117
Allan Tchaptchet,2020,180,0,0,0,0,12
Allano,2020,2423,6,1,2,0,1113
Allano,2021,2423,7,1,2,4,1098
Allano,2022,2423,5,0,1,0,1142
Ally Samatta,2019,405,1,0,1,0,946
Almamy Touré,2019,24,2,0,1,3,1494
Almamy Touré,2020,24,2,0,1,1,700
Almamy Touré,2021,24,2,0,0,0,509
Almamy Touré,2022,24,1,0,0,1,400
Alou Kuol,2022,79,0,0,0,0,4
Aloísio,2023,2431,5,0,1,1,1136
Alpha Sissoko,2020,618,0,0,0,0,472
Alphonse Areola,2019,418,1,0,0,0,360
Alphonse Areola,2019,583,0,0,0,0,270
Alphonse Areola,2020,931,2,0,0,0,3240
Alphonse Areola,2021,379,0,0,0,0,90
Alphonse Areola,2022,379,0,0,0,0,307
Alphonse Areola,2023,379,1,0,0,0,2025
Alphonso Davies,2019,27,4,0,3,4,2234
Alphonso Davies,2020,27,2,1,1,2,1769
Alphonso Davies,2021,27,3,0,0,4,1743
Alphonso Davies,2022,27,0,0,1,4,2047
Alphonso Davies,2023,27,0,0,1,3,1421
Alvarinho,2020,4294,0,0,0,0,54
Amad Diallo,2019,800,0,0,1,0,24
Amad Diallo,2020,800,1,0,0,0,13
Amad Diallo,2020,985,0,0,0,1,167
Amad Diallo,2023,985,0,0,0,0,46
Amadou Ba-Sy,2023,6912,0,0,0,0,56
Amadou Diambo,2020,4171,0,0,0,0,2
Amadou Diawara,2019,12,4,0,1,1,1523
Amadou Diawara,2020,12,4,0,1,0,656
Amadou Diawara,2021,12,0,0,0,0,168
Amadou Haidara,2019,23826,1,0,0,2,745
Amadou Haidara,2020,23826,4,0,3,3,1908
Amadou Haidara,2021,23826,2,0,3,1,1325
Amadou Haidara,2022,23826,7,0,2,2,1427
Amadou Haidara,2023,23826,3,0,0,1,783
Amadou Koné,2023,1421,0,0,0,0,164
Amadou Onana,2021,1082,2,1,1,0,1347
Amadou Onana,2022,29,9,0,1,2,2496
Amadou Onana,2023,29,3,0,2,0,1483
Amadou Salif Mbengue,2021,347,4,0,0,0,605
Amadou Traoré,2020,40,0,0,0,1,285
Amadou Traoré,2021,40,0,0,0,0,18
Amar Fatah,2022,1095,0,0,0,0,19
Amari'i Bell,2023,1031,0,0,0,0,1717
Amath Ndiaye,2019,3709,0,0,0,0,60
Amath Ndiaye,2021,237,5,0,0,1,883
Amath Ndiaye,2022,237,2,1,2,1,1219
Ambroise Oyongo,2019,969,3,0,0,0,1825
Ambroise Oyongo,2020,969,1,0,1,1,552
Ambroise Oyongo,2021,969,5,0,1,0,658
Ameen Al-Dakhil,2023,1132,1,0,1,0,1055
Amer Gojak,2020,416,1,0,1,1,472
Amin Sarr,2022,1041,0,0,1,1,536
Amin Sarr,2023,82,0,0,0,0,106
Amin Sarr,2023,1041,0,0,0,0,97
Amin Younes,2019,6195,1,0,1,0,169
Amin Younes,2020,24,5,0,3,3,1397
Amine,2020,4294,7,0,0,2,2755
Amine,2022,2425,2,1,0,0,782
Amine,2023,2425,5,0,0,0,1769
Amine Adli,2019,415,1,0,0,0,42
Amine Adli,2021,15,3,0,3,2,1255
Amine Adli,2022,15,2,2,5,5,1440
Amine Adli,2023,15,2,0,2,4,511
Amine Bassi,2021,347,0,0,0,0,183
Amine Gouiri,2019,1041,0,0,0,0,1
Amine Gouiri,2020,417,5,0,12,7,2753
Amine Gouiri,2021,417,3,0,10,9,2764
Amine Gouiri,2022,273,4,0,15,4,2531
Amine Gouiri,2022,417,0,0,0,1,228
Amine Gouiri,2023,273,1,0,4,1,1427
Amine Harit,2019,33,3,0,6,4,2108
Amine Harit,2020,33,3,0,2,5,2113
Amine Harit,2021,244,1,0,4,4,1166
Amine Harit,2022,244,1,0,0,0,516
Amine Harit,2023,244,3,0,1,2,1242
Amine Messoussa,2022,1082,0,0,0,0,1
Amine Salama,2022,1420,1,0,3,1,1244
Amir Abedzadeh,2019,1301,4,0,0,0,2250
Amir Abedzadeh,2020,1301,2,0,0,0,2610
Amir Abrashi,2019,60,3,0,0,0,662
Amir Abrashi,2020,60,0,0,0,0,58
Amir Murillo,2023,244,1,0,2,1,641
Amir Richardson,2023,1421,2,0,3,1,918
Amir Rrahmani,2019,276,5,0,0,1,3139
Amir Rrahmani,2020,276,0,0,0,0,90
Amir Rrahmani,2020,6195,2,0,1,1,1089
Amir Rrahmani,2021,6195,5,0,4,0,2928
Amir Rrahmani,2022,6195,2,0,2,1,2449
Amir Rrahmani,2023,6195,3,0,1,0,1755
Amos Pieper,2020,10,6,0,1,1,2684
Amos Pieper,2021,10,2,0,0,0,2382
Amos Pieper,2022,86,9,0,2,1,1956
Amos Pieper,2023,86,0,0,0,0,540
Anaitz Arbilla,2019,1533,5,0,1,0,2007
Anaitz Arbilla,2020,1533,8,0,0,1,2803
Anastasios Donis,2019,1421,1,0,0,0,607
Anastasios Donis,2020,1421,0,1,0,0,97
Anastasios Donis,2021,1421,0,1,0,0,363
Anastasios Douvikas,2023,940,1,0,4,0,591
Anatoliy Trubin,2023,294,1,0,0,0,1710
Ander Barrenetxea,2019,681,1,0,0,0,433
Ander Barrenetxea,2020,681,7,0,3,0,1300
Ander Barrenetxea,2021,681,0,0,1,1,548
Ander Barrenetxea,2022,681,4,0,3,1,872
Ander Barrenetxea,2023,681,1,0,3,1,997
Ander Capa,2019,621,10,0,3,4,2875
Ander Capa,2020,621,5,0,2,2,2138
Ander Capa,2021,621,0,0,0,0,3
Ander Capa,2022,621,1,0,0,0,104
Ander Guevara,2019,681,4,0,0,0,942
Ander Guevara,2020,681,5,0,1,1,2082
Ander Guevara,2021,681,2,0,0,0,870
Ander Guevara,2022,681,2,0,0,0,217
Ander Guevara,2023,1108,6,0,1,1,2201
Ander Herrera,2019,583,0,0,1,1,547
Ander Herrera,2020,583,6,0,1,3,1845
Ander Herrera,2021,583,2,0,3,2,1092
Ander Herrera,2022,621,4,1,0,1,699
Ander Herrera,2023,621,2,0,0,2,782
Ander Iturraspe,2019,714,1,0,0,0,239
Ander Martín,2022,681,0,0,0,0,38
Anderson,2021,6912,4,0,0,0,1530
Anderson,2022,6912,9,0,3,0,2669
Anderson,2023,6912,4,0,0,0,1971
Anderson Carvalho,2019,2423,4,0,1,0,1176
Anderson Carvalho,2020,2423,9,0,1,1,1995
Anderson Carvalho,2021,2423,10,0,0,1,1913
Anderson Carvalho,2022,2423,4,0,0,0,491
Anderson Cordeiro,2022,3268,1,0,0,0,22
Anderson Cruz,2020,2425,0,0,0,0,150
Anderson Lucoqui,2020,10,5,0,0,1,1607
Anderson Lucoqui,2021,39,2,0,1,0,741
Anderson Oliveira,2019,7378,3,0,0,0,184
Anderson Oliveira,2020,7378,3,0,1,3,1460
Anderson Oliveira,2021,7378,2,0,1,0,1024
Anderson Oliveira,2022,7378,2,0,0,0,378
Anderson Silva,2019,3329,1,1,7,1,792
Anderson Silva,2020,3329,0,0,7,1,1087
Anderson Silva,2022,2420,4,0,4,1,1351
Andi Zeqiri,2020,1237,0,0,0,0,165
Andi Zeqiri,2021,167,2,0,2,2,1031
Andoni Gorosabel,2019,681,2,0,0,0,713
Andoni Gorosabel,2020,681,3,0,0,1,2390
Andoni Gorosabel,2021,681,4,0,0,4,2297
Andoni Gorosabel,2022,681,3,0,0,0,1710
Andoni Gorosabel,2023,1108,6,0,0,0,2142
Andraz Sporar,2019,336,0,0,6,1,1394
Andraz Sporar,2020,336,1,0,3,2,575
Andraz Sporar,2020,1075,1,0,3,0,549
Andre Brooks,2023,350,1,0,0,0,609
Andre Gray,2019,1010,1,0,2,0,746
Andre Hoffmann,2019,38,7,0,2,1,2430
Andrea Adorante,2020,130,0,0,0,0,9
Andrea Barberis,2022,2919,0,0,0,1,332
Andrea Belotti,2019,416,4,0,16,3,2920
Andrea Belotti,2020,416,4,0,13,7,2984
Andrea Belotti,2021,416,1,0,8,1,1376
Andrea Belotti,2022,12,0,0,0,2,1136
Andrea Belotti,2023,12,1,0,3,2,674
Andrea Belotti,2023,430,0,0,1,0,370
Andrea Bertolacci,2019,1038,3,0,0,0,464
Andrea Bertolacci,2020,1038,0,0,0,0,72
Andrea Cambiaso,2021,252,5,0,1,4,1790
Andrea Cambiaso,2022,1025,2,0,0,3,2170
Andrea Cambiaso,2023,506,5,0,1,3,1534
Andrea Carboni,2019,1390,5,1,0,0,343
Andrea Carboni,2020,1390,2,0,0,1,1114
Andrea Carboni,2021,1390,6,0,0,0,2215
Andrea Carboni,2022,2919,0,0,0,0,164
Andrea Carboni,2023,2919,1,0,0,0,1096
Andrea Cistana,2019,19,7,1,1,0,1840
Andrea Colpani,2022,2919,1,0,4,1,940
Andrea Colpani,2023,2919,1,0,7,2,1863
Andrea Consigli,2019,6574,1,0,0,0,2700
Andrea Consigli,2020,6574,1,0,0,0,3420
Andrea Consigli,2021,6574,2,0,0,0,3323
Andrea Consigli,2022,6574,0,0,0,0,3150
Andrea Consigli,2023,6574,1,0,0,0,2070
Andrea Conti,2019,5,8,0,0,2,1727
Andrea Conti,2020,5,0,0,0,0,25
Andrea Conti,2020,130,3,0,0,0,809
Andrea Conti,2021,5,0,0,0,0,12
Andrea Conti,2021,1038,1,0,1,0,228
Andrea Conti,2022,1038,0,0,0,0,22
Andrea Dacourt,2022,417,0,0,0,0,1
Andrea Danzi,2019,276,0,0,0,0,1
Andrea Danzi,2020,276,1,0,0,0,104
Andrea Favilli,2019,252,4,0,0,0,652
Andrea Favilli,2020,276,1,0,2,0,332
Andrea Ghezzi,2019,19,0,0,0,0,32
Andrea Ghion,2019,6574,0,0,0,0,22
Andrea Ghion,2020,6574,0,0,0,0,23
Andrea La Mantia,2019,1005,1,0,2,0,551
Andrea La Mantia,2021,749,0,0,2,1,478
Andrea Masiello,2019,252,3,0,0,1,1236
Andrea Masiello,2019,800,1,0,0,0,546
Andrea Masiello,2020,252,7,0,0,0,2657
Andrea Masiello,2021,252,3,0,0,0,516
Andrea Papetti,2019,19,5,0,1,0,917
Andrea Petagna,2019,2722,5,0,12,1,3033
Andrea Petagna,2020,6195,0,0,4,3,954
Andrea Petagna,2021,6195,1,0,3,1,574
Andrea Petagna,2022,2919,2,0,4,7,1668
Andrea Petagna,2023,1390,2,0,1,1,997
Andrea Pinamonti,2019,252,1,0,5,2,2233
Andrea Pinamonti,2020,46,0,0,1,0,164
Andrea Pinamonti,2020,252,0,0,0,0,8
Andrea Pinamonti,2021,749,4,0,13,2,2872
Andrea Pinamonti,2022,6574,3,1,5,1,2174
Andrea Pinamonti,2023,6574,2,0,9,1,2037
Andrea Poli,2019,1025,5,0,2,0,1926
Andrea Poli,2020,1025,1,0,1,0,374
Andrea Ranocchia,2019,46,3,0,0,0,526
Andrea Ranocchia,2020,46,2,0,0,1,704
Andrea Ranocchia,2021,46,1,0,0,0,338
Andrea Ranocchia,2022,2919,0,0,0,0,48
Andrea Rispoli,2019,1005,5,0,0,0,1904
Andrea Rispoli,2020,4083,4,0,0,0,644
Andrea Schiavone,2021,380,1,0,1,0,565
Andrea Tabanelli,2019,1005,4,0,1,0,966
Andreas Bruus,2022,1095,2,0,0,2,1628
Andreas Christensen,2019,631,5,0,0,0,1752
Andreas Christensen,2020,631,2,1,0,0,1371
Andreas Christensen,2021,631,2,0,0,0,1494
Andreas Christensen,2022,131,2,0,1,1,1764
Andreas Christensen,2023,131,3,0,0,2,1423
Andreas Cornelius,2019,130,1,0,11,4,1428
Andreas Cornelius,2020,130,4,0,2,5,1963
Andreas Hanche-Olsen,2022,39,5,0,1,3,1498
Andreas Hanche-Olsen,2023,39,1,0,0,0,214
Andreas Ivan,2022,33,0,0,0,0,45
Andreas Karo,2020,1301,0,0,0,0,567
Andreas Linde,2021,65,0,0,0,0,1080
Andreas Luthe,2019,167,0,0,0,0,900
Andreas Luthe,2020,89,1,0,0,0,2769
Andreas Luthe,2021,89,3,0,0,0,2430
Andreas Müller,2023,105,1,0,0,0,185
Andreas Pereira,2019,985,3,0,1,3,1489
Andreas Pereira,2020,398,7,0,1,2,528
Andreas Pereira,2022,931,8,0,4,6,2718
Andreas Pereira,2023,931,6,0,1,5,1817
Andreas Samaris,2019,294,3,0,0,0,664
Andreas Samaris,2020,294,0,0,0,0,78
Andreas Samaris,2022,2425,6,0,0,1,1415
Andreas Schjelderup,2022,294,0,0,0,0,1
Andreas Skov Olsen,2019,1025,2,0,1,0,735
Andreas Skov Olsen,2020,1025,1,0,2,3,1192
Andreas Skov Olsen,2021,1025,0,0,0,2,740
Andreas Voglsammer,2020,10,1,0,2,2,1004
Andreas Voglsammer,2021,89,1,0,2,1,865
Andreaw Gravillon,2020,1158,3,1,1,2,2274
Andreaw Gravillon,2021,1421,9,0,0,0,2141
Andreaw Gravillon,2022,416,2,0,0,0,313
Andreaw Gravillon,2022,1421,3,0,0,0,1040
Andrei Girotto,2019,995,6,0,1,1,2179
Andrei Girotto,2020,995,3,1,1,1,2664
Andrei Girotto,2021,995,8,0,6,1,3150
Andrei Girotto,2022,995,7,0,1,1,3155
Andrei Radu,2019,252,1,0,0,1,1530
Andrei Radu,2020,46,0,0,0,0,135
Andrei Radu,2021,46,0,0,0,0,90
Andrei Radu,2022,290,0,0,0,0,1530
Andrei Radu,2022,2239,0,0,0,0,810
Andrei Radu,2023,989,0,0,0,0,180
Andrei Rațiu,2023,367,1,0,0,0,327
Andrej Ilic,2023,1082,0,0,0,0,7
Andrej Kramaric,2019,533,3,0,12,4,1423
Andrej Kramaric,2020,533,2,0,20,6,2386
Andrej Kramaric,2021,533,2,0,6,10,2710
Andrej Kramaric,2022,533,3,0,12,3,2393
Andrej Kramaric,2023,533,3,0,8,1,1445
Andrej Simunec,2019,3336,0,0,0,0,135
Andrew,2021,2424,1,0,0,0,900
Andrew,2022,2424,1,0,0,0,2130
Andrew,2023,2424,0,0,0,0,1890
Andrew Omobamidele,2021,1123,1,0,1,0,381
Andrew Omobamidele,2023,703,1,0,0,0,316
Andrew Robertson,2019,31,2,0,2,12,3114
Andrew Robertson,2020,31,2,0,1,7,3386
Andrew Robertson,2021,31,5,1,3,10,2541
Andrew Robertson,2022,31,3,0,0,8,2590
Andrew Robertson,2023,31,1,0,1,1,975
Andrew Surman,2019,989,1,0,0,0,235
Andrey Galabinov,2020,3522,0,0,3,1,424
Andrey Lunev,2021,15,0,0,0,0,90
Andrey Lunev,2022,15,0,0,0,0,90
Andrey Santos,2023,667,1,0,0,0,33
Andrey Santos,2023,703,0,0,0,0,7
Andrezinho,2022,2423,1,0,1,0,528
Andri Fannar Baldursson,2019,1025,0,0,0,0,118
Andri Fannar Baldursson,2020,1025,2,0,0,0,230
Andrija Lukovic,2020,3329,2,0,1,0,559
Andrija Lukovic,2021,2457,4,0,0,1,895
Andrija Zivkovic,2019,294,0,0,0,0,64
Andriy Lunin,2021,418,0,0,0,0,180
Andriy Lunin,2022,418,0,0,0,0,630
Andriy Lunin,2023,418,1,0,0,0,1260
Andriy Yarmolenko,2019,379,2,0,5,1,988
Andriy Yarmolenko,2020,379,2,0,0,1,363
Andriy Yarmolenko,2021,379,1,0,1,0,304
Andros Townsend,2019,873,0,0,1,1,1289
