player_name,last_season,player_club_id,yellow_cards,red_cards,goals,assists,minutes_played
Jon Ander Olasagasti,2022,681,0,0,0,0,62
Jon Ander Olasagasti,2023,681,2,0,0,1,221
Jon Aramburu,2023,681,1,0,0,0,339
Jon Bautista,2020,681,3,0,0,1,355
Jon Guridi,2020,681,2,0,0,1,826
Jon Guridi,2021,681,0,0,1,0,200
Jon Guridi,2023,1108,1,0,0,4,1910
Jon Karrikaburu,2022,681,1,0,0,0,86
Jon Magunazelaia,2022,681,0,0,0,0,64
Jon Magunazelaia,2023,681,0,0,0,0,107
Jon Moncayola,2019,331,4,0,1,0,1491
Jon Moncayola,2020,331,7,0,2,0,2664
Jon Moncayola,2021,331,2,0,2,3,2924
Jon Moncayola,2022,331,6,0,1,3,2443
Jon Moncayola,2023,331,2,0,0,2,1145
Jon Morcillo,2020,621,2,0,2,2,1362
Jon Morcillo,2022,621,0,0,0,1,65
Jon Pacheco,2019,681,0,0,0,0,78
Jon Pacheco,2020,681,0,0,0,0,31
Jon Pacheco,2021,681,1,0,0,0,374
Jon Pacheco,2022,681,2,0,0,1,1189
Jon Pacheco,2023,681,4,0,0,1,820
Jonas Carls,2020,2420,0,0,0,0,90
Jonas Dirkner,2020,44,0,0,0,0,15
Jonas Föhrenbach,2023,2036,2,0,0,0,1881
Jonas Hector,2019,3,9,0,4,3,2435
Jonas Hector,2020,3,2,0,3,2,1293
Jonas Hector,2021,3,3,0,0,6,2555
Jonas Hector,2022,3,3,0,0,2,2825
Jonas Hofmann,2019,18,3,0,5,3,1632
Jonas Hofmann,2019,33,0,0,0,0,2
Jonas Hofmann,2020,18,1,0,6,11,1825
Jonas Hofmann,2021,18,1,0,12,5,2081
Jonas Hofmann,2022,18,2,0,12,10,2693
Jonas Hofmann,2023,15,3,0,5,8,1626
Jonas Lössl,2021,1148,0,0,0,0,180
Jonas Martin,2019,273,1,0,0,0,110
Jonas Martin,2019,667,0,0,0,0,248
Jonas Martin,2020,273,3,0,0,0,480
Jonas Martin,2021,273,8,0,1,1,2112
Jonas Martin,2022,1082,2,0,0,0,269
Jonas Martin,2023,3911,3,0,0,1,715
Jonas Michelbrink,2020,44,1,0,0,0,37
Jonas Omlin,2020,969,0,1,0,0,2674
Jonas Omlin,2021,969,0,1,0,0,2589
Jonas Omlin,2022,18,0,0,0,0,1291
Jonas Omlin,2022,969,1,1,0,0,1168
Jonas Omlin,2023,18,0,0,0,1,180
Jonas Wind,2021,82,0,0,5,1,1187
Jonas Wind,2022,82,1,0,6,0,1296
Jonas Wind,2023,82,3,0,9,6,2026
Jonatan Lucca,2019,2457,1,0,0,0,360
Jonatan Lucca,2020,4294,6,0,1,2,1857
Jonathan Bamba,2019,1082,1,0,1,5,1942
Jonathan Bamba,2020,1082,2,0,6,11,2994
Jonathan Bamba,2021,1082,3,0,1,2,2444
Jonathan Bamba,2022,1082,6,0,6,7,2789
Jonathan Bamba,2023,940,0,0,2,1,1415
Jonathan Buatu,2019,3336,3,0,0,0,1080
Jonathan Burkardt,2019,39,0,0,1,0,250
Jonathan Burkardt,2020,39,0,0,2,2,1375
Jonathan Burkardt,2021,39,0,0,11,3,2632
Jonathan Burkardt,2022,39,2,0,1,2,535
Jonathan Burkardt,2023,39,1,0,1,0,597
Jonathan Cafu,2019,40,0,0,0,0,201
Jonathan Calleri,2019,714,6,0,1,3,1816
Jonathan Calleri,2020,331,4,0,5,2,1555
Jonathan Clauss,2020,826,2,0,3,6,2537
Jonathan Clauss,2021,826,3,0,5,11,3061
Jonathan Clauss,2022,244,1,0,2,10,2602
Jonathan Clauss,2023,244,2,1,1,2,1590
Jonathan David,2020,1082,0,0,13,3,2368
Jonathan David,2021,1082,3,0,15,0,2812
Jonathan David,2022,1082,6,0,24,4,3179
Jonathan David,2023,1082,2,0,11,2,1680
Jonathan Delaplace,2020,1158,1,1,0,1,900
Jonathan Gradit,2020,826,9,0,0,1,2828
Jonathan Gradit,2021,826,7,0,0,0,3073
Jonathan Gradit,2022,826,7,0,1,3,2830
Jonathan Gradit,2023,826,6,1,1,0,1395
Jonathan Ikoné,2019,1082,6,0,3,6,2087
Jonathan Ikoné,2020,1082,0,0,4,5,2186
Jonathan Ikoné,2021,430,1,0,1,1,644
Jonathan Ikoné,2021,1082,1,0,1,0,1074
Jonathan Ikoné,2022,430,4,0,4,5,2007
Jonathan Ikoné,2023,430,5,0,1,2,1143
Jonathan Kodjia,2019,405,1,0,0,0,111
Jonathan Panzo,2019,162,0,0,0,0,106
Jonathan Panzo,2020,2969,5,0,0,0,1804
Jonathan Rowe,2021,1123,0,0,0,1,208
Jonathan Schmid,2019,60,1,0,5,2,2840
Jonathan Schmid,2020,60,4,0,2,2,2399
Jonathan Schmid,2021,60,0,0,0,1,583
Jonathan Schmid,2022,60,0,0,0,0,39
Jonathan Silva,2019,1244,13,1,1,2,2788
Jonathan Silva,2021,3709,4,0,0,0,220
Jonathan Tah,2019,15,4,1,0,1,2090
Jonathan Tah,2020,15,3,0,1,0,2219
Jonathan Tah,2021,15,4,0,2,3,2882
Jonathan Tah,2022,15,6,0,1,0,2485
Jonathan Tah,2023,15,6,0,4,0,1759
Jonathan Toro,2019,7179,5,0,1,3,1747
Jonathan Viera,2023,472,1,0,2,1,620
Jonathan Viera,2023,3302,0,0,0,1,143
Jonathan de Guzmán,2019,24,1,0,0,1,79
Jonjo Shelvey,2019,762,3,0,6,2,2124
Jonjo Shelvey,2020,762,7,0,1,3,2617
Jonjo Shelvey,2021,762,7,0,2,1,1986
Jonjo Shelvey,2022,703,2,0,0,0,542
Jonjo Shelvey,2022,762,0,0,0,0,34
Jonjoe Kenny,2019,33,5,0,2,3,2724
Jonjoe Kenny,2020,29,0,0,0,0,80
Jonjoe Kenny,2021,29,3,0,0,1,1017
Jonjoe Kenny,2022,44,3,0,0,1,2242
Jonny Arriba,2022,3325,0,0,1,1,670
Jonny Evans,2019,1003,8,1,1,2,3386
Jonny Evans,2020,1003,6,0,2,2,2476
Jonny Evans,2021,1003,3,0,1,1,1350
Jonny Evans,2022,1003,1,0,0,0,1053
Jonny Evans,2023,985,2,0,0,1,931
Jonny Otto,2019,543,4,0,2,2,2892
Jonny Otto,2020,543,0,0,0,0,499
Jonny Otto,2021,543,1,0,2,0,1023
Jonny Otto,2022,543,3,1,1,0,1262
Jonny Otto,2023,543,0,0,0,0,4
Jony,2019,398,4,0,0,1,1178
Jony,2020,331,0,0,0,2,867
Jony Álamo,2020,1531,0,0,0,0,74
Jonás Ramalho,2020,331,0,0,0,0,303
Jonás Ramalho,2021,331,0,0,0,0,245
Jordan,2019,273,3,0,0,1,435
Jordan,2022,89,3,0,4,3,1356
Jordan,2023,18,1,0,5,3,1006
Jordan,2023,89,0,0,0,0,26
Jordan Amavi,2019,244,9,0,1,1,2163
Jordan Amavi,2020,244,3,1,1,0,815
Jordan Amavi,2021,244,0,0,0,0,130
Jordan Amavi,2021,417,1,0,0,0,414
Jordan Amavi,2022,3709,2,0,0,0,198
Jordan Ayew,2019,873,6,0,9,2,3162
Jordan Ayew,2020,873,4,0,1,3,2097
Jordan Ayew,2021,873,2,0,3,3,2025
Jordan Ayew,2022,873,5,0,4,3,2722
Jordan Ayew,2023,873,8,0,4,6,2000
Jordan Beyer,2019,18,1,0,0,0,109
Jordan Beyer,2020,18,0,0,0,0,186
Jordan Beyer,2021,18,5,0,0,1,1363
Jordan Beyer,2023,1132,6,0,0,1,1238
Jordan Clark,2023,1031,2,0,0,0,413
Jordan Ferri,2019,969,1,1,0,0,1154
Jordan Ferri,2020,969,6,0,0,3,2591
Jordan Ferri,2021,969,13,0,0,2,2920
Jordan Ferri,2022,969,7,0,1,2,2748
Jordan Ferri,2023,969,2,0,0,1,1436
Jordan Henderson,2019,31,2,0,4,5,2244
Jordan Henderson,2020,31,0,0,1,1,1707
Jordan Henderson,2021,31,3,0,2,5,2603
Jordan Henderson,2022,31,2,0,0,2,2072
Jordan Holsgrove,2020,940,0,0,0,0,141
Jordan Holsgrove,2022,2995,11,0,2,3,1793
Jordan Holsgrove,2023,1465,6,1,2,3,1177
Jordan Larsson,2022,33,0,0,0,0,461
Jordan Lefort,2019,1416,2,0,0,1,840
Jordan Lotomba,2020,417,7,0,1,0,2128
Jordan Lotomba,2021,417,4,0,0,0,1780
Jordan Lotomba,2022,417,4,0,0,2,2456
Jordan Lotomba,2023,417,3,0,0,0,1219
Jordan Lukaku,2019,398,2,0,0,2,379
Jordan Lukaku,2020,398,0,0,0,0,7
Jordan Majchrzak,2022,12,0,0,0,0,13
Jordan Marié,2019,2969,0,0,0,0,196
Jordan Marié,2020,2969,2,0,0,0,1429
Jordan Pickford,2019,29,2,0,0,0,3420
Jordan Pickford,2020,29,1,0,0,0,2743
Jordan Pickford,2021,29,2,0,0,0,3150
Jordan Pickford,2022,29,5,0,0,1,3330
Jordan Pickford,2023,29,3,0,0,0,2340
Jordan Thomas,2019,1123,0,0,0,0,1
Jordan Torunarigha,2019,44,3,0,1,0,1461
Jordan Torunarigha,2020,44,5,0,0,2,967
Jordan Torunarigha,2021,44,1,0,0,1,483
Jordan Veretout,2019,12,6,0,6,0,2633
Jordan Veretout,2020,12,4,0,10,2,2058
Jordan Veretout,2021,12,6,0,4,8,2327
Jordan Veretout,2022,244,4,0,4,3,2863
Jordan Veretout,2023,244,3,0,1,2,1395
Jordan Zemura,2022,989,1,0,0,1,1456
Jordan Zemura,2023,410,1,0,1,0,923
Jordan van der Gaag,2020,2457,1,0,0,0,30
Jordi,2020,2995,1,0,0,0,2880
Jordi,2022,2995,1,0,0,0,540
Jordi Alba,2019,131,7,0,2,6,2189
Jordi Alba,2021,131,11,0,2,10,2648
Jordi Alba,2022,131,6,0,2,3,1418
Jordi Martín,2023,3709,0,0,0,0,448
Jordi Masip,2019,366,2,0,0,0,3150
Jordi Masip,2020,366,3,0,0,0,2250
Jordi Masip,2022,366,4,0,0,0,2508
Jordi Mboula,2021,237,2,0,0,0,433
Jordi Mboula,2021,1465,1,0,1,2,973
Jordi Osei-Tutu,2022,80,3,0,0,0,747
Jordon Ibe,2019,989,0,0,0,0,47
Jordy Makengo,2023,60,0,0,0,0,814
Jorge Benguché,2020,2503,2,0,0,0,574
Jorge Correa,2019,1301,5,0,3,1,1617
Jorge Correa,2020,1301,5,0,0,1,1384
Jorge Cuenca,2021,3709,6,2,1,0,2687
Jorge Cuenca,2022,1050,1,0,0,0,503
Jorge Cuenca,2023,1050,5,0,2,0,1468
Jorge Fernandes,2020,2420,10,1,1,0,2659
Jorge Fernandes,2021,2420,5,0,0,0,1222
Jorge Fernandes,2022,2420,2,0,0,0,210
Jorge Fernandes,2023,2420,3,0,0,1,2025
Jorge Herrando,2022,331,0,1,0,0,26
Jorge Herrando,2023,331,0,0,0,0,575
Jorge Meré,2019,3,4,1,1,0,615
Jorge Meré,2020,3,2,0,0,0,1300
Jorge Meré,2022,2687,0,0,0,0,598
Jorge Meré,2023,2687,0,0,0,0,586
Jorge Miramón,2019,3368,4,1,0,3,2429
Jorge Miramón,2020,3368,1,0,0,4,1734
Jorge Miramón,2021,3368,5,0,1,0,1977
Jorge Molina,2019,3709,6,1,5,3,1891
Jorge Molina,2020,16795,3,0,8,2,1533
Jorge Molina,2021,16795,1,0,10,5,1959
Jorge Pascual,2022,1050,0,0,1,0,8
Jorge Pascual,2023,1050,0,0,0,0,13
Jorge Pereira,2020,3329,1,0,0,0,45
Jorge Pombo,2020,2687,1,0,1,0,519
Jorge Pulido,2020,5358,6,0,1,0,2887
Jorge Silva,2019,2995,5,0,0,0,1157
Jorge Silva,2020,2995,1,0,0,0,180
Jorge Silva,2021,2995,1,0,0,0,405
Jorge Silva,2022,2995,0,0,0,0,456
Jorge Sáenz,2019,940,3,1,0,0,370
Jorge Sánchez,2023,720,3,0,0,0,416
Jorge de Frutos,2019,366,0,0,0,0,56
Jorge de Frutos,2020,3368,3,0,4,10,2187
Jorge de Frutos,2021,3368,4,0,4,7,1766
Jorge de Frutos,2023,367,0,0,1,0,737
Jorginho,2019,631,10,0,4,2,2383
Jorginho,2020,631,2,0,7,1,2014
Jorginho,2021,631,5,0,6,2,2279
Jorginho,2022,11,0,0,0,1,852
Jorginho,2022,631,4,0,2,0,1282
Jorginho,2023,11,1,0,0,1,594
Joris Chotard,2019,969,5,0,0,1,1251
Joris Chotard,2020,969,3,0,0,0,1155
Joris Chotard,2021,969,5,0,1,1,2944
Joris Chotard,2022,969,4,0,0,6,2465
Joris Chotard,2023,969,5,0,0,2,1905
Joris Gnagnon,2019,273,2,0,0,1,1278
Josan,2020,1531,4,0,4,2,1932
Josan,2021,1531,2,0,2,3,1197
Josan,2022,1531,3,0,1,3,1070
Joscha Wosz,2020,23826,0,0,0,0,32
Jose Cholevas,2019,1010,5,0,0,0,1024
Joseba Zaldua,2019,681,8,0,0,2,2552
Joseba Zaldua,2020,681,3,0,0,0,636
Joseba Zaldua,2021,681,6,0,0,0,1172
Joseba Zaldua,2022,2687,4,0,0,1,639
Joseba Zaldua,2023,2687,1,0,0,0,327
Joselu,2019,1108,6,0,11,3,2786
Joselu,2020,1108,1,0,11,3,3037
Joselu,2021,1108,0,0,14,5,3126
Joselu,2022,714,2,0,16,2,2989
Joselu,2023,418,0,0,8,2,1165
Josema,2020,1531,3,0,0,1,1966
Josep Gayá,2022,237,0,0,0,0,52
Josep Martínez,2020,23826,0,0,0,0,90
Josep Martínez,2021,23826,0,0,0,0,90
Josep Martínez,2023,252,4,0,0,0,2250
Josep Señé,2019,237,0,0,0,0,147
Joseph Aidoo,2019,940,4,0,0,1,2500
Joseph Aidoo,2020,940,3,0,0,0,1283
Joseph Aidoo,2021,940,1,0,0,0,2640
Joseph Aidoo,2022,940,6,0,3,0,3121
Joseph Aidoo,2023,940,0,0,0,1,406
Joseph Amoah,2019,2420,2,0,0,1,153
Joseph Nduquidi,2023,347,2,0,0,0,748
Joseph Okumu,2023,1421,2,0,0,0,1543
Josete Miranda,2020,3709,1,0,0,0,23
Josh Benson,2020,1132,0,0,0,0,261
Josh Brownhill,2019,1132,2,0,0,0,806
Josh Brownhill,2020,1132,2,0,0,1,2813
Josh Brownhill,2021,1132,10,0,2,3,2953
Josh Brownhill,2023,1132,3,1,3,1,1986
Josh Cullen,2023,1132,5,0,0,1,989
Josh Dasilva,2021,1148,0,1,0,0,252
Josh Dasilva,2022,1148,1,0,4,2,1383
Josh Dasilva,2023,1148,0,0,0,0,23
Josh Doig,2022,276,1,0,2,4,1354
Josh Doig,2023,276,2,0,0,0,838
Josh Doig,2023,6574,2,0,0,0,450
Josh Maja,2019,40,0,0,6,2,724
Josh Maja,2020,40,2,0,2,0,809
Josh Maja,2020,931,0,0,3,0,809
Josh Martin,2019,1123,0,0,0,0,32
Josh Onomah,2020,931,1,0,0,0,372
Josh Onomah,2022,931,0,0,0,0,14
Josh Sargent,2019,86,2,0,4,4,1420
Josh Sargent,2020,86,7,0,5,2,2521
Josh Sargent,2021,1123,1,0,2,1,1579
Josh Tymon,2019,3329,2,0,0,0,372
Josha Vagnoman,2022,79,3,0,2,2,1477
Josha Vagnoman,2023,79,1,0,1,2,779
Joshua Brenet,2020,533,0,0,0,0,1
Joshua Kimmich,2019,27,7,0,4,9,2821
Joshua Kimmich,2020,27,4,0,4,10,2196
Joshua Kimmich,2021,27,4,0,3,12,2478
Joshua Kimmich,2022,27,6,0,5,6,2814
Joshua Kimmich,2023,27,1,1,1,3,1294
Joshua King,2019,989,0,0,6,4,2020
Joshua King,2020,29,0,0,0,0,138
Joshua King,2021,1010,5,0,5,3,2249
Joshua Mees,2019,89,1,0,0,1,314
Joshua Mees,2020,89,0,0,0,0,4
Joshua Quarshie,2022,533,0,0,0,0,1
Joshua Zirkzee,2019,27,0,0,4,1,294
Joshua Zirkzee,2020,27,0,0,0,0,91
Joshua Zirkzee,2020,130,0,0,0,0,108
Joshua Zirkzee,2022,1025,1,0,2,2,811
Joshua Zirkzee,2023,1025,5,0,9,4,2105
Josip Brekalo,2019,82,0,0,3,4,1676
Josip Brekalo,2020,82,1,0,7,3,1824
Josip Brekalo,2021,82,0,0,0,1,20
Josip Brekalo,2021,416,1,0,7,2,2293
Josip Brekalo,2022,82,0,0,0,1,269
Josip Brekalo,2022,430,1,0,0,0,227
Josip Drmic,2019,1123,0,1,1,0,636
Josip Ilicic,2019,800,1,1,15,8,1672
Josip Ilicic,2020,800,2,0,6,10,1530
Josip Ilicic,2021,800,1,0,3,4,837
Josip Juranovic,2022,89,0,0,2,1,933
Josip Juranovic,2023,89,2,0,0,2,767
Josip Stanisic,2020,27,0,0,0,0,90
Josip Stanisic,2021,27,1,0,1,0,644
Josip Stanisic,2022,27,1,0,0,0,573
Josip Stanisic,2023,15,2,0,1,0,793
Josip Vukovic,2019,1301,3,0,0,2,1495
Josko Gvardiol,2021,23826,7,0,2,2,2413
Josko Gvardiol,2022,23826,2,0,1,0,2170
Josko Gvardiol,2023,281,2,0,0,0,1474
Josuha Guilavogui,2019,82,7,0,0,1,2063
Josuha Guilavogui,2020,82,3,0,0,0,737
Josuha Guilavogui,2021,40,4,0,1,1,1332
Josuha Guilavogui,2021,82,4,0,0,0,942
Josuha Guilavogui,2022,82,4,0,1,0,1173
Josuha Guilavogui,2023,39,1,0,0,1,157
Josué Albert,2021,3524,0,0,0,0,20
Josué Casimir,2023,738,5,0,0,3,1447
Josué Homawoo,2019,995,0,0,0,0,45
Josué Sá,2022,2425,5,0,0,1,1354
Josué Sá,2023,2425,4,0,0,0,1774
José Antonio Caro,2019,366,0,0,0,0,245
José Antonio Martínez,2019,16795,0,0,0,1,1187
José Antonio de la Rosa,2022,2687,0,0,0,1,44
José Callejón,2019,6195,2,0,4,7,2097
José Callejón,2020,430,0,0,0,1,654
José Callejón,2020,6195,0,0,0,0,79
José Callejón,2021,430,0,0,1,2,1300
José Callejón,2023,16795,0,0,0,1,631
José Campaña,2019,3368,4,0,2,7,3159
José Campaña,2020,3368,1,0,1,2,747
José Campaña,2021,3368,6,1,2,2,1419
José Campaña,2023,472,0,0,0,0,13
José Carlos Lazo,2022,714,0,0,1,1,150
José Carlos Lazo,2022,3302,0,0,0,0,19
José Copete,2022,237,7,1,1,0,2215
José Copete,2023,237,4,0,0,0,766
José Fonte,2019,1082,4,0,1,1,2205
José Fonte,2020,1082,7,0,3,1,3187
José Fonte,2021,1082,4,0,0,2,3420
José Fonte,2022,1082,7,0,1,0,2592
José Fonte,2023,1075,7,0,0,0,1422
José Fontán,2020,940,3,0,0,0,649
José Fontán,2021,940,3,0,0,0,273
José Francisco Cevallos Jr.,2019,7378,0,0,0,0,280
José Gayà,2019,1049,5,0,0,1,1989
José Gayà,2021,1049,8,1,2,5,1784
José Gayà,2022,1049,4,0,1,4,2715
José Gayà,2023,1049,2,0,1,2,1536
José Gragera,2022,714,2,0,1,0,461
José Izquierdo,2020,1237,0,0,0,0,8
José Luis Morales,2019,3368,3,0,4,2,2531
José Luis Morales,2020,3368,3,0,13,4,2454
José Luis Morales,2021,3368,7,0,13,7,2726
José Luis Morales,2022,1050,2,0,7,0,1204
José Luis Morales,2023,1050,0,0,6,0,873
José Luis Palomino,2019,800,5,0,2,1,2483
José Luis Palomino,2020,800,3,0,1,2,2421
José Luis Palomino,2021,800,9,0,1,0,2672
José Luis Palomino,2022,800,4,0,1,0,756
José Luis Palomino,2023,800,0,0,0,0,23
José Machín,2022,2919,4,0,0,2,1117
José Machín,2023,2919,2,0,0,0,230
José Manuel Arnáiz,2019,331,2,0,2,1,791
José Manuel Arnáiz,2019,1244,2,0,0,0,328
José Manuel Arnáiz,2023,331,1,0,1,1,570
José Mari,2020,2687,5,0,1,0,1460
José Mari,2021,2687,3,0,0,0,385
José Mari,2022,2687,2,0,0,0,383
José Mari,2023,2687,0,0,0,0,12
José Marsà,2022,336,0,0,0,0,117
José María Giménez,2019,13,2,0,0,0,1753
José María Giménez,2020,13,5,0,0,0,1766
José María Giménez,2021,13,7,0,1,1,2046
José María Giménez,2022,13,9,0,2,1,2421
José María Giménez,2023,13,4,0,0,0,783
José Pozo,2022,367,0,0,0,0,80
José Pozo,2023,367,0,0,0,0,8
José Sá,2021,543,3,0,0,1,3285
José Sá,2022,543,2,0,0,0,3240
José Sá,2023,543,1,0,0,0,2093
José Varela,2019,3336,1,0,0,0,437
José Ángel Carmona,2022,368,6,0,2,1,528
José Ángel Carmona,2022,1531,5,0,1,0,592
José Ángel Carmona,2023,3709,5,0,1,1,675
Jota,2019,294,1,0,0,2,175
Jota,2020,366,1,0,1,0,665
Jota Gonçalves,2019,7179,0,0,0,0,15
Jota Gonçalves,2020,7179,0,0,0,0,52
Jota Gonçalves,2021,7179,1,0,0,0,373
Jota Gonçalves,2023,6912,1,0,0,0,457
Jota Peleteiro,2019,405,0,0,0,1,332
Jota Peleteiro,2020,1108,5,0,0,2,1408
Jota Silva,2022,2420,7,0,2,2,1607
Jota Silva,2023,2420,5,0,6,6,1877
Jovane,2019,336,3,0,6,3,1044
Jovane,2020,336,2,0,5,4,676
Jovane,2021,336,1,0,1,1,342
Jovane,2021,398,0,0,1,0,191
Jovane,2022,336,1,0,0,0,50
Jovane,2023,380,1,0,1,0,679
João Afonso,2019,2423,1,0,2,2,2867
João Afonso,2019,2424,5,1,0,2,1350
João Afonso,2020,2423,2,0,0,0,1326
João Afonso,2020,2424,10,0,0,0,1211
João Afonso,2021,2423,0,0,0,0,1119
João Afonso,2021,2424,0,0,0,0,14
João Afonso,2022,1301,10,0,0,0,1472
João Amaral,2019,2995,4,0,1,4,1105
João Amaral,2020,2995,2,0,1,3,1133
João Aurélio,2019,979,6,0,2,3,2425
João Basso,2021,8024,4,0,3,1,2923
João Basso,2022,8024,4,0,3,1,2846
João Basso,2023,1465,0,0,0,0,225
João Batxi,2022,3325,1,0,1,1,329
João Caiado,2021,2424,0,0,0,0,3
João Camacho,2020,982,3,0,3,1,1758
João Camacho,2023,979,2,0,3,4,1291
João Cancelo,2019,281,4,0,0,0,1205
João Cancelo,2020,281,5,1,2,4,2302
João Cancelo,2021,281,7,0,1,7,3228
João Cancelo,2022,27,3,0,1,4,1013
João Cancelo,2022,281,3,1,2,1,1278
João Cancelo,2023,131,4,0,2,3,1697
João Carlos,2022,1465,2,0,2,1,698
João Carlos,2023,1465,3,0,1,0,215
João Carlos Teixeira,2019,2420,4,0,8,2,1327
João Carlos Teixeira,2021,3329,2,0,2,3,807
João Carvalho,2022,1465,6,1,1,2,2317
João Correia,2022,3325,1,0,0,2,1789
João Correia,2023,3325,5,0,1,1,1458
João Ferreira,2020,294,0,0,0,0,90
João Ferreira,2021,2420,3,0,0,2,989
João Ferreira,2022,2425,4,1,0,0,152
João Ferreira,2023,410,8,0,0,1,1297
João Félix,2019,13,6,0,6,1,1746
João Félix,2020,13,6,0,7,6,1571
João Félix,2021,13,3,0,8,4,1262
João Félix,2022,13,5,0,4,3,649
João Félix,2022,631,1,1,4,0,942
João Félix,2023,131,3,0,5,2,1137
João Gamboa,2021,1465,8,0,0,0,2125
João Gamboa,2022,1465,5,0,0,0,1051
João Gomes,2022,543,5,0,1,0,651
João Gomes,2023,543,6,0,2,1,1732
João Gonçalves,2022,2503,0,0,0,0,90
João Gonçalves,2023,2503,3,0,0,0,2070
João Graça,2022,2425,7,0,0,1,1156
João Graça,2023,2425,8,0,0,0,968
João Jaquité,2019,7179,6,0,0,0,1493
João Jaquité,2020,7179,1,0,1,0,697
João Klauss,2020,533,0,0,0,0,46
João Lucas,2019,2423,2,0,0,0,325
João Lucas,2020,2423,2,0,0,0,409
João Marcos,2022,2423,1,0,0,0,159
João Marques,2022,1465,0,0,0,0,388
João Marques,2023,1465,6,0,5,4,1576
João Meira,2019,1085,1,0,0,0,539
João Mendes,2020,7179,1,0,0,0,188
João Mendes,2021,720,0,0,0,0,8
João Mendes,2022,3325,5,0,2,1,2358
João Mendes,2023,2420,2,1,6,2,1017
João Monteiro,2021,2457,0,0,0,0,47
João Moutinho,2019,543,7,0,1,6,3108
João Moutinho,2020,543,5,0,1,1,2534
João Moutinho,2021,543,4,0,2,1,2976
João Moutinho,2022,543,3,0,0,2,1783
João Moutinho,2022,3522,0,0,0,0,57
João Moutinho,2023,1075,6,0,1,0,1128
João Mário,2019,720,1,0,0,0,10
João Mário,2020,336,4,0,2,1,1993
João Mário,2020,720,2,0,2,3,371
João Mário,2021,294,2,0,3,3,1698
João Mário,2021,720,4,0,0,2,2075
João Mário,2022,294,6,0,17,9,2658
João Mário,2022,720,3,1,1,4,1195
João Mário,2023,294,3,0,3,1,1631
João Mário,2023,720,3,0,2,1,1641
João Neto,2020,3329,0,0,0,0,130
João Neves,2022,294,1,0,1,0,604
João Neves,2023,294,3,0,2,2,1619
João Novais,2019,1075,3,1,0,3,1104
João Novais,2020,1075,2,0,2,2,1073
João Nunes,2022,3268,2,0,1,1,1642
João Nunes,2023,3268,1,0,1,0,765
João Palhinha,2019,1075,9,0,2,0,2092
João Palhinha,2020,336,7,0,1,0,2502
João Palhinha,2021,336,6,1,3,0,1880
João Palhinha,2022,931,14,0,3,0,3113
João Palhinha,2023,931,10,0,3,1,1854
João Pedro,2019,1010,0,0,0,0,22
João Pedro,2019,1390,6,0,18,4,3157
João Pedro,2019,2420,0,0,2,0,262
João Pedro,2019,7179,8,0,4,1,2154
João Pedro,2020,1390,4,0,16,3,3261
João Pedro,2020,2995,3,0,4,0,504
João Pedro,2020,7179,3,1,5,2,2557
João Pedro,2021,1010,1,0,3,1,1638
João Pedro,2021,1390,9,0,13,4,3325
João Pedro,2021,7179,9,0,8,2,1918
João Pedro,2022,3325,4,0,0,0,590
João Pedro,2023,1237,2,0,8,2,1393
João Pereira,2020,336,1,0,0,0,264
João Queirós,2022,3325,1,0,0,0,262
João Reis,2019,7179,0,0,0,0,394
João Reis,2023,2431,3,0,0,0,1390
João Teixeira,2022,3325,9,0,5,4,2751
João Teixeira,2023,2425,1,0,0,0,232
João Valido,2022,8024,0,0,0,0,1
João Victor,2020,982,1,0,1,0,355
João Victor,2022,995,5,0,0,1,838
João Victor,2022,3268,0,0,0,0,90
João Vigário,2019,7179,0,0,0,0,20
João Vigário,2020,982,1,0,1,2,1517
João Vigário,2022,2995,0,0,0,0,16
João Virgínia,2020,29,0,0,0,0,47
João Virgínia,2021,336,0,0,0,0,79
Joãozinho,2021,1465,9,0,1,4,2889
Joãozinho,2022,1465,7,1,1,4,2580
Joël Veltman,2020,1237,3,0,1,1,2282
Joël Veltman,2021,1237,6,0,1,1,2881
Joël Veltman,2022,1237,6,0,1,1,2193
Joël Veltman,2023,1237,1,0,0,1,945
Juan Bernat,2019,583,5,0,0,5,1390
Juan Bernat,2020,583,2,0,0,0,195
Juan Bernat,2021,583,2,0,0,0,964
Juan Bernat,2022,583,1,0,1,4,1645
Juan Bernat,2023,294,0,0,0,0,77
Juan Brunet,2020,16795,0,0,0,0,24
Juan Brunetta,2020,130,3,0,1,2,472
Juan Cabal,2022,276,3,0,0,0,439
Juan Cabal,2023,276,2,0,0,0,584
Juan Cala,2020,2687,8,0,3,1,2273
Juan Cala,2021,2687,8,0,0,0,946
Juan Cala,2022,2687,0,0,0,0,137
Juan Calero,2021,2424,0,0,1,0,137
Juan Carlos,2022,12321,0,0,0,0,900
Juan Carlos Real,2020,5358,0,0,0,1,283
Juan Cruz,2020,331,4,0,0,0,1966
Juan Cruz,2021,331,4,0,0,0,1935
Juan Cruz,2022,150,1,0,1,0,174
Juan Cruz,2022,331,7,0,0,0,2058
Juan Cruz,2023,331,3,0,0,1,1315
Juan Cuadrado,2019,506,7,1,2,6,2651
Juan Cuadrado,2020,506,9,1,2,11,2180
Juan Cuadrado,2021,506,9,0,4,5,2494
Juan Cuadrado,2022,506,6,1,1,3,2084
